Ano,mes,station,dist_km,viento_util_kmh,tiempo_horas,SO2_mean,RAINF_mean,RAINF_std,WSR_mean,WSR_std,WDR_mean,WDR_std
2021,9,NTE,0.45970547207493195,0.6837469356264357,-0.26573107123670703,-0.3887,0.0,0.0,0.1936,0.8112,139.658,72.1689
2021,9,NE,-0.2673918945266504,0.6871644498430599,-0.27118728696908373,1.0286,0.0,0.0001,0.2486,0.7188,116.1925,71.5477
2021,7,NO2,2.2472989035085678,0.7048880930840481,-0.2528939846391901,-0.0568,0.0,0.0002,0.0329,0.4895,110.8782,61.4002
2021,7,SE,-0.6629767945313897,0.7171535575603439,-0.2743644026999818,0.1305,0.5822,3.1821,-0.2878,0.4099,112.5809,77.4978
2021,6,CE,0.06864998179780546,0.7265294301562533,-0.26914313800325873,-0.6834,0.0001,0.0005,0.1893,0.6359,95.2524,77.1824
2021,5,CE,0.06864998179780546,0.7285911247111702,-0.2691663013965259,-0.7341,0.0,0.0002,0.3507,0.5921,88.4907,72.7268
2021,5,NE3,-0.5783856921550802,0.7833733599459856,-0.2742605290011114,-0.2406,0.1447,1.0466,0.1743,0.762,124.5599,64.5163
2021,7,NO,0.5749922000494433,0.8004515882199114,-0.26645075085529407,0.2192,0.0001,0.0011,0.5553,1.2149,118.7075,68.0946
2021,6,NE3,-0.5783856921550802,0.8010961735649142,-0.2743899562269183,-0.3536,0.1409,0.9591,-0.1703,0.7867,121.8839,63.0624
2021,7,NTE2,0.03693807917734043,0.8019145533581343,-0.2701669020422388,-2.7401,0.0009,0.0068,0.0924,0.5888,85.2963,65.9718
2021,6,NO2,2.2472989035085678,0.8101670389476378,-0.25514045125751017,-0.2204,0.0,0.0002,0.14,0.5624,111.2917,69.4037
2021,5,NO2,2.2472989035085678,0.8106387926959372,-0.25514981640654016,-0.4111,0.0,0.0002,-0.2528,0.5913,182.7785,131.6202
2021,6,SE,-0.6629767945313897,0.8249477200387577,-0.2751320487959479,-0.0852,0.4493,2.5682,-0.2004,0.418,108.117,72.6362
2021,5,SE,-0.6629767945313897,0.8251166897310263,-0.2751331673285075,-0.0998,1.4971,4.8322,-0.0066,0.3925,107.0303,70.4945
2021,7,SE2,-1.6892496214918382,0.8716728413047538,-0.2821739565110452,0.134,0.029,0.3631,0.1408,0.5732,124.3,43.4113
2021,7,NTE,0.45970547207493195,0.8778070138207886,-0.2681238255319429,-0.5522,0.0,0.0,0.2532,0.8367,132.2061,69.4426
2021,7,NE,-0.2673918945266504,0.8844623757113874,-0.2729335621509066,-0.0244,0.0,0.0001,0.2711,0.7139,121.7018,79.044
2021,7,NE2,-0.4148990833044134,0.9107991999170919,-0.27408001924428765,0.324,0.0497,0.5678,0.2456,0.5712,130.0464,55.6496
2021,5,NO,0.5749922000494433,0.9246350052226238,-0.26788323586057255,0.382,0.0001,0.0009,1.3494,1.1344,100.7571,72.6002
2021,5,NTE2,0.03693807917734043,0.9264076698504111,-0.2713182460434715,-2.4659,0.0045,0.039,0.432,0.6686,80.1894,57.5935
2021,6,NO,0.5749922000494433,0.9268057314631741,-0.2679063397166049,0.4611,0.0001,0.001,0.3057,0.9144,91.6155,81.1912
2021,6,NTE2,0.03693807917734043,0.9286253748461133,-0.27133716748833,-2.4297,0.0118,0.1016,0.1935,0.6991,95.4913,75.7647
2021,5,NTE,0.45970547207493195,1.0207708973360492,-0.26954280959840554,-0.7304,0.0,0.0,0.6102,0.8656,131.0157,54.4419
2021,6,NTE,0.45970547207493195,1.0259959735487485,-0.269590237414772,-0.6379,0.0,0.0,0.4499,0.9287,148.1296,74.125
2021,5,NE,-0.2673918945266504,1.0294516026374716,-0.27396395956295444,-0.8845,0.0,0.0001,0.5956,0.7307,114.5315,70.5972
2021,6,NE,-0.2673918945266504,1.0350365863468869,-0.27400022063326823,-0.8765,0.0,0.0001,0.3899,0.7384,114.921,70.8486
2021,5,SE2,-1.6892496214918382,1.0478610838616704,-0.2824854449539974,-0.0336,0.2,2.0013,0.4315,0.6723,132.6122,43.9284
2021,6,SE2,-1.6892496214918382,1.0610762801246838,-0.2825063063310825,-0.1101,0.04,0.3902,0.1603,0.6526,133.9411,50.1697
2021,5,NE2,-0.4148990833044134,1.080817593209878,-0.27514458679919024,-0.0682,0.1195,0.9491,0.4792,0.5954,131.0514,50.1012
2021,6,NE2,-0.4148990833044134,1.0918617790261704,-0.2752067810098951,0.0826,0.1657,1.4308,0.2612,0.5483,130.0111,55.5433
2021,8,SUR,-0.5309476282241541,1.2627052998215758,-0.2766910779970458,-0.4385,0.0,0.0002,0.6435,0.7365,195.97,58.6444
2021,8,SO2,0.6242767396988391,1.4182765538359527,-0.2716820066347517,0.129,0.0008,0.0063,3.5896,4.6762,90.1699,26.9377
2021,8,SO,0.9919692931725439,1.4221306169800023,-0.2699155333947079,0.4103,2.8328,12.58,0.1128,0.4056,127.5501,32.4979
2021,8,NE3,-0.5783856921550802,1.4513964132430635,-0.2776694832776329,-0.5722,0.1032,1.3494,0.1033,0.7478,129.9449,56.1714
2021,8,CE,0.06864998179780546,1.5672700762379455,-0.2751063276693901,0.2499,0.0,0.0004,0.1899,0.5205,80.6222,56.7591
2021,8,NO2,2.2472989035085678,1.6798125647012927,-0.2661188505049404,0.0715,0.0,0.0002,0.2494,0.5221,98.5008,33.1774
2021,8,SE,-0.6629767945313897,1.6994447188704747,-0.27881809597289503,0.3615,0.0047,0.0223,-0.0862,0.4419,95.5275,51.6269
2021,8,NO,0.5749922000494433,1.8317559729354154,-0.27409716927867633,0.3754,0.0003,0.0021,0.8324,0.8707,111.9703,66.1771
2021,8,NTE2,0.03693807917734043,1.8340586578259077,-0.27630342834239885,-2.7289,0.0055,0.0543,0.329,0.6162,77.8289,43.2743
2021,8,SE2,-1.6892496214918382,1.9124648638802402,-0.2834067654489859,0.4787,0.0323,0.5141,0.2287,0.6343,137.5532,51.479
2021,8,NTE,0.45970547207493195,1.951467824022525,-0.2750503042171761,-0.4269,0.0,0.0,0.5339,0.8668,128.921,48.66
2021,8,NE,-0.2673918945266504,1.9614192168643398,-0.2779145459726793,0.8382,0.0,0.0001,0.5049,0.7518,113.8164,60.0508
2021,8,NE2,-0.4148990833044134,1.9863352869222362,-0.27855068009368755,1.1252,0.0558,0.8146,0.4094,0.5658,127.8051,46.8128
2022,7,SE3,-1.5886657919031368,-2.5728685998046963,-0.27890457194284735,1.877,0.0,0.0002,1.0891,0.6877,107.6324,37.3362
2022,6,SE3,-1.5886657919031368,-2.4516873438224733,-0.27846183115666,0.7975,0.0,0.0002,1.0195,0.7855,110.7635,41.4693
2022,8,SE3,-1.5886657919031368,-1.6526732248670515,-0.27270066831932294,0.503,0.0002,0.0023,0.7132,0.6963,120.4547,71.3315
2022,5,SE3,-1.5886657919031368,-1.5353199765470353,-0.27091790417179934,1.5705,0.0,0.0002,0.7847,0.6549,97.7453,53.0288
2022,4,SE3,-1.5886657919031368,-1.5338347753379573,-0.27089209725391555,0.4703,0.0001,0.0005,0.5739,0.6565,117.4939,70.3661
2022,1,NE2,-0.4148990833044134,-1.3645309843424809,-0.23012477792951141,-0.034,0.0004,0.0025,-0.1737,0.7508,225.7434,103.0395
2022,1,SE2,-1.6892496214918382,-1.3625501123234829,-0.27031638843480693,0.1079,0.0,0.0,-0.2879,0.5614,203.5065,82.8933
2022,1,NE,-0.2673918945266504,-1.323723793440393,-0.22150698054733414,0.3165,0.0,0.0002,-0.3245,0.5726,171.1292,112.7534
2022,1,NTE,0.45970547207493195,-1.319227630068097,-0.19638067879733503,0.4218,0.0,0.0,-0.5661,0.5846,181.8583,120.1216
2022,1,NE3,-0.5783856921550802,-1.291561400877135,-0.22904175190128293,0.6274,0.0329,0.1229,-0.64,0.7888,236.6742,92.6508
2022,1,NTE2,0.03693807917734043,-1.2742125470878354,-0.2047958773202976,1.3233,0.0016,0.0067,-0.2909,0.8027,121.2124,111.4872
2022,1,NO,0.5749922000494433,-1.2734075064875066,-0.18495742135014615,1.3608,0.0025,0.0342,-0.1757,0.4896,204.9159,110.9956
2022,1,SE,-0.6629767945313897,-1.2294820232241719,-0.22571618056174342,0.1846,0.002,0.0096,-0.3092,0.4902,181.4484,95.688
